cl_id,cl_tracked,cl_fraud,cl_refunded,cb_amount,rf_amount,pv,revenue,email,co_name,gender,datecl,payment_method,mid,pid,card_brand,ps_id,pss_id
9673,0,1,0,13.4,22.12,4071.6,821.52,benita.wedel@example.com,Germany,female,2021-03-12,E-Wallet,222,1137,JBC,65,76
9596,0,1,1,11.96,30.28,1914.88,437.6,ilona.manninen@example.com,Finland,female,2021-03-09,E-Wallet,206,1223,Amex,40,90
3501,1,0,0,46.32,22.56,3173,829.4,alfonso.blanco@example.com,Spain,male,2021-02-25,Mobile,113,1200,Visa,3,19
2193,0,0,1,7.68,26.52,3621.52,115.16,theodore.riviere@example.com,France,male,2021-01-23,Bank transfers,296,1018,MasterCard,32,57
1995,0,0,1,43.88,44.68,2067.52,270.88,joel.kivi@example.com,Finland,male,2021-02-03,Mobile,41,1117,JBC,27,85
5199,0,1,0,17.28,10.52,3135.88,780.72,david.smith@example.com,United Kingdom,male,2021-03-06,Mobile,11,1074,Visa,3,17
1408,1,1,1,38.8,17,3138.04,85.08,angel.burke@example.com,Ireland,male,2021-01-06,Credit cards,272,1179,Amex,48,92
2741,0,1,1,12.12,39.24,4127.36,285.8,hannah.wang@example.com,New Zealand,female,2021-03-31,Mobile,144,1125,MasterCard,42,28
4243,1,0,1,30.84,1.88,4972.04,661.16,vilho.mantyla@example.com,Finland,male,2021-01-12,Mobile,84,1244,JBC,93,74
7149,0,0,1,2.88,24.64,2283.08,474.68,alwin.wolbert@example.com,Netherlands,male,2021-02-20,Mobile,59,1237,MasterCard,60,9
5237,0,0,1,11.32,24.4,1970.12,982.28,brittany.mendoza@example.com,Ireland,female,2021-01-01,Credit cards,7,1243,JBC,17,11
5905,0,1,1,22.2,26.2,1547.36,642.08,marien.verstraeten@example.com,Netherlands,male,2021-02-04,Prepaid cards,86,1221,Amex,60,51
9378,0,1,0,45.32,45.28,2994.8,311.4,nyysh.kmyrn@example.com,Iran,female,2021-03-03,Credit cards,270,1083,Visa,34,71
5488,1,0,0,49.16,6.68,3452.64,803.56,ana.stordal@example.com,Norway,female,2021-02-09,E-Wallet,48,1270,Amex,17,18
1241,1,1,0,9.84,36.72,3811.04,345.24,mattia.thomas@example.com,Switzerland,male,2021-03-29,Prepaid cards,137,1236,Visa,84,29
6996,1,1,1,29.44,23.04,4781.08,138.92,harry.li@example.com,New Zealand,male,2021-01-12,E-Wallet,32,1025,Amex,100,55
5907,1,0,1,23.24,42.32,3682.48,113.76,siiri.jarvinen@example.com,Finland,female,2021-03-29,Credit cards,35,1285,Visa,2,71
1320,0,1,1,17.52,33.36,3348.76,849.04,sergio.may@example.com,United Kingdom,male,2021-03-17,Prepaid cards,79,1088,Amex,36,16
980,0,1,1,3.28,42.76,2483.56,262.4,amelija.gravdahl@example.com,Norway,female,2021-03-16,Prepaid cards,94,1291,Visa,37,34
3952,0,0,0,33.16,22.6,4412.28,830.76,linnea.peltola@example.com,Finland,female,2021-01-22,Bank transfers,154,1121,MasterCard,45,86
4477,0,0,0,6.48,23.2,2072.64,499.4,victoria.margaret@example.com,Canada,female,2021-01-11,Bank transfers,61,1008,Amex,40,8
1742,0,1,0,24.56,11.04,2372.76,486.72,amauri.damata@example.com,Brazil,male,2021-03-20,Mobile,104,1207,MasterCard,13,84
3408,1,1,0,34.32,20.6,3671.44,449.56,manuel.venneman@example.com,Netherlands,male,2021-02-02,E-Wallet,5,1015,MasterCard,12,74
3477,0,1,0,7.8,30.8,3702.6,762.04,andre.alexander@example.com,United States,male,2021-01-30,Mobile,43,1022,MasterCard,30,26
8573,1,1,0,29.44,10.8,3256.56,461.08,aiden.garcia@example.com,United Kingdom,male,2021-03-04,Credit cards,178,1267,MasterCard,6,11
5226,1,1,1,16.4,2.88,4864.48,785.8,emy.dasilva@example.com,France,female,2021-02-18,Mobile,171,1217,Visa,100,62
8361,0,1,0,39.64,49.4,3003.64,676.16,ignacio.hidalgo@example.com,Spain,male,2021-02-23,Mobile,119,1159,Visa,13,84
9188,0,0,1,42.04,9.04,1918.4,197.08,catherine.myers@example.com,United Kingdom,female,2021-03-08,Mobile,16,1049,Amex,63,19
5946,1,0,1,47.24,9.36,1748.16,788.56,arianna.faure@example.com,Switzerland,female,2021-01-29,Credit cards,156,1156,MasterCard,92,89
5980,1,0,0,18.56,28.24,2809.44,687,rafael.jennings@example.com,Australia,male,2021-02-08,Mobile,194,1106,Visa,35,56
4693,1,1,0,5.32,44.92,3190.92,814.28,molly.hughes@example.com,New Zealand,female,2021-03-15,Prepaid cards,241,1272,Amex,31,68
230,1,0,0,36.32,20.4,2523.24,482.04,giray.kormukcu@example.com,Turkey,male,2021-01-18,Prepaid cards,179,1257,JBC,54,34
7523,0,1,0,24.44,28.52,4165.12,270.24,albina.klaiber@example.com,Germany,female,2021-02-01,E-Wallet,188,1153,Amex,15,26
2800,1,1,0,30.36,35.52,3111.24,875.36,mahmoud.greb@example.com,Germany,male,2021-02-15,Mobile,242,1160,Visa,2,23
2441,0,0,0,36.08,25.84,4676.4,547.24,mike.banks@example.com,Australia,male,2021-02-03,Mobile,133,1257,Visa,79,37
3445,1,1,0,3.84,40.92,1228.6,248.16,annalise.francois@example.com,Switzerland,female,2021-02-10,Bank transfers,34,1259,Visa,63,94
5658,1,1,1,47.08,24.76,2405.68,287.32,august.sorensen@example.com,Denmark,male,2021-01-27,E-Wallet,155,1162,JBC,98,42
6616,0,1,1,12.12,48.64,4443.4,680.2,molly.larson@example.com,United Kingdom,female,2021-02-25,Mobile,174,1106,MasterCard,69,97
2502,0,0,1,44.68,44,2458.68,648.08,peppi.manninen@example.com,Finland,female,2021-02-24,Bank transfers,173,1090,Visa,16,38
7670,1,1,0,36.6,15.16,2644.72,859.04,agustin.castillo@example.com,Spain,male,2021-01-17,Bank transfers,251,1205,JBC,89,88
4181,0,0,1,18.36,49.84,1663.08,173.16,marius.christiansen@example.com,Denmark,male,2021-03-12,Bank transfers,44,1120,MasterCard,52,55
2121,1,1,0,34.12,43.76,2586.64,469.28,elvira.duijster@example.com,Netherlands,female,2021-03-06,Prepaid cards,91,1033,Amex,95,28
9406,1,0,1,10.04,16.08,2162.68,781.16,mar.garrido@example.com,Spain,female,2021-02-11,Mobile,283,1174,MasterCard,52,63
2492,1,1,0,41.16,27.76,1323.24,97.76,andri.andre@example.com,Switzerland,male,2021-01-02,Credit cards,64,1288,Visa,44,39
8195,0,1,1,7.44,11.08,1543.84,76.6,martinus.winger@example.com,Norway,male,2021-02-19,E-Wallet,47,1240,JBC,100,35
7332,1,0,0,16.04,9.2,2104.92,210.56,signe.moller@example.com,Denmark,female,2021-02-10,Prepaid cards,33,1300,Visa,52,20
2912,1,1,1,41.88,50,1587.16,888.88,villemo.aksnes@example.com,Norway,female,2021-01-29,E-Wallet,179,1300,MasterCard,51,28
7962,1,0,1,17.88,47.32,2029.56,284.56,umit.yazici@example.com,Turkey,male,2021-01-07,Credit cards,97,1023,MasterCard,30,25
1274,1,0,1,12.04,26.12,1492.88,772.92,ella.koistinen@example.com,Finland,female,2021-03-30,Prepaid cards,299,1073,Visa,33,87
2328,0,0,1,8.04,12.16,2572.6,94.88,ayse.adivar@example.com,Turkey,female,2021-02-18,Mobile,186,1252,Visa,85,52
2228,0,1,1,42.12,49.8,1924.4,187.2,gonul.markus@example.com,Germany,female,2021-02-10,Prepaid cards,108,1054,MasterCard,3,2
4985,1,0,1,18.2,32,2008.12,341.08,tex.oosterlee@example.com,Netherlands,male,2021-03-07,Prepaid cards,258,1244,Amex,49,94
397,1,0,0,29,48.72,2904.48,85.36,dany.gerard@example.com,Switzerland,male,2021-02-09,Prepaid cards,73,1047,JBC,34,63
3131,0,1,0,46.68,16.44,3215.12,698.96,ezra.chen@example.com,New Zealand,male,2021-02-20,Prepaid cards,148,1069,MasterCard,6,26
563,1,1,0,42.76,27.96,4607.4,942.96,zachary.moore@example.com,New Zealand,male,2021-01-16,Prepaid cards,117,1089,JBC,38,6
2737,0,1,0,48.68,26.44,1787,929.76,tammy.hicks@example.com,United Kingdom,female,2021-02-01,Credit cards,133,1279,MasterCard,39,88
696,1,0,0,35.56,45.04,4371.8,329.28,lucille.nelson@example.com,United States,female,2021-03-23,Prepaid cards,28,1011,Amex,50,41
6469,1,1,1,31.4,43.52,2256.2,386.84,rhonda.caldwell@example.com,Australia,female,2021-01-28,Mobile,106,1030,MasterCard,26,52
8191,0,0,1,10.32,11.32,3899.6,948,ava.jean-baptiste@example.com,Canada,female,2021-01-18,Credit cards,23,1198,Amex,46,80
2397,0,0,1,2.88,33.24,3253.2,980.24,lauren.aragao@example.com,Brazil,female,2021-01-05,Mobile,55,1277,Amex,48,88
6103,0,1,1,35.52,45.96,2237.24,392.44,darrell.griffin@example.com,Ireland,male,2021-02-28,Prepaid cards,139,1020,Amex,36,98
9583,1,1,1,8.92,26.72,3297.6,366.4,minttu.remes@example.com,Finland,female,2021-02-23,Mobile,192,1144,MasterCard,16,46
3746,1,0,1,30.84,31.88,4397.96,798.68,lily.lambert@example.com,France,female,2021-03-10,E-Wallet,287,1118,Amex,95,58
9676,0,0,1,37.56,5.36,3055.72,199.64,elijah.turner@example.com,New Zealand,male,2021-03-15,E-Wallet,204,1086,Visa,84,70
6663,1,0,0,17.6,32.44,1821.6,397.68,luisa.benitez@example.com,Spain,female,2021-03-27,Prepaid cards,281,1096,Amex,49,16
9194,1,1,1,41.6,3.28,1306.36,194.44,noham.gonzalez@example.com,France,male,2021-01-28,Mobile,237,1123,MasterCard,23,75
6375,0,0,0,47,13.48,2660.92,261.4,roger.wood@example.com,Australia,male,2021-01-12,Bank transfers,297,1050,Visa,36,78
6833,1,0,0,13.32,21.28,2699.48,533.96,christl.uhlig@example.com,Germany,female,2021-02-01,Prepaid cards,128,1004,Amex,44,4
4780,1,0,1,25.36,22.2,2732.64,381.8,brett.day@example.com,Australia,male,2021-01-21,Bank transfers,195,1051,Amex,22,39
7056,0,1,0,10.2,2.6,3980.28,644.88,erika.wagener@example.com,Germany,female,2021-04-01,Mobile,240,1154,JBC,46,85
1792,1,0,0,12.56,22.36,2936.88,551.96,randolf.hug@example.com,Germany,male,2021-01-09,Credit cards,144,1124,JBC,41,92
3179,1,1,0,29.48,34.64,2989.84,775.44,genilsa.barbosa@example.com,Brazil,female,2021-01-20,Prepaid cards,127,1172,Amex,48,88
9160,1,0,1,28.64,36.6,2460,800.68,ella.hayes@example.com,Ireland,female,2021-03-25,Bank transfers,237,1200,JBC,72,76
2411,1,0,0,20.8,7.24,1478,391.04,tannetje.adams@example.com,Netherlands,female,2021-03-15,Bank transfers,26,1101,MasterCard,75,75
6224,0,1,0,36.4,47.6,4889,355.08,elli.pollari@example.com,Finland,female,2021-03-10,E-Wallet,226,1208,MasterCard,20,25
4379,0,1,0,31.4,6.96,2989.6,407.72,dwayne.turner@example.com,United States,male,2021-03-28,E-Wallet,187,1078,JBC,60,64
9878,0,1,0,15.8,8.6,2698.64,865.24,carmen.duran@example.com,Spain,female,2021-02-16,Bank transfers,104,1164,MasterCard,100,22
4883,0,0,1,26.16,10.96,3648.52,94.92,jennifer.romero@example.com,Australia,female,2021-02-13,Mobile,76,1176,MasterCard,51,86
9913,0,0,0,30,3.24,1996.48,848.36,esma.kilicci@example.com,Turkey,female,2021-02-21,Mobile,13,1010,JBC,94,100
6544,1,1,1,48.16,22.16,4768.76,448.52,eeli.keto@example.com,Finland,male,2021-03-05,Prepaid cards,258,1163,MasterCard,5,87
6990,0,0,1,37.68,46.2,4599.44,664.88,sylvia.ferguson@example.com,United States,female,2021-03-12,Mobile,209,1082,Visa,75,31
2893,1,1,1,32.6,7.72,1097.32,382.36,francyelle.rocha@example.com,Brazil,female,2021-03-10,Credit cards,141,1206,Amex,76,17
6438,0,1,1,2.2,48.72,2611.28,112.2,gabriel.lacroix@example.com,France,male,2021-01-31,Prepaid cards,257,1126,MasterCard,92,78
6539,1,1,1,12,8.36,1031.72,847.76,lea.ginnish@example.com,Canada,female,2021-03-16,Mobile,221,1268,MasterCard,6,59
3599,0,0,0,21.84,48.16,3355.68,706.12,oya.onur@example.com,Turkey,female,2021-01-27,Prepaid cards,95,1051,MasterCard,32,86
1395,0,0,1,23.96,19.92,4252.96,791.12,julio.castro@example.com,Spain,male,2021-01-26,Credit cards,220,1015,Amex,63,46
4330,1,1,1,6.32,11.72,3772.72,206.6,joshua.turner@example.com,New Zealand,male,2021-01-23,E-Wallet,83,1229,JBC,91,23
9001,0,1,1,25.68,14.32,2641.12,280.44,derrick.castro@example.com,Australia,male,2021-03-17,Prepaid cards,132,1158,Amex,74,7
1621,1,0,1,25.76,25.92,1378.96,824.16,grazia.blanc@example.com,Switzerland,female,2021-01-27,Mobile,10,1266,MasterCard,28,93
5506,1,1,1,20.28,4.28,3678.8,710.44,zenaide.moreira@example.com,Brazil,female,2021-01-14,Bank transfers,35,1175,MasterCard,20,56
3067,1,0,1,30.04,34.88,1109.16,404.52,kerttu.kujala@example.com,Finland,female,2021-02-22,Prepaid cards,58,1098,Amex,50,32
1280,1,1,0,19.44,42.84,1650.36,81.04,cris.darocha@example.com,Brazil,female,2021-03-03,Bank transfers,234,1102,MasterCard,75,63
4814,0,1,0,4.88,7.12,1787.08,302.68,zoe.white@example.com,Canada,female,2021-01-22,Bank transfers,148,1053,MasterCard,24,42
8316,1,0,1,40.2,7.76,3101.2,82.4,elhassan.vantilborg@example.com,Netherlands,male,2021-01-12,Mobile,295,1249,JBC,98,54
5976,0,1,1,1.88,11.24,2497.68,423.76,umit.sayginer@example.com,Turkey,male,2021-02-09,Bank transfers,274,1016,JBC,31,8
376,0,0,0,15.36,47.48,1159.12,857.56,jacob.hart@example.com,Ireland,male,2021-03-30,Mobile,98,1036,MasterCard,97,28
6810,1,0,1,6.56,16,1535,277.56,curt.kohler@example.com,Germany,male,2021-03-28,E-Wallet,53,1294,MasterCard,20,80
1027,1,1,1,45.2,23.68,3219.12,914.36,ramon.herrero@example.com,Spain,male,2021-01-10,Mobile,123,1238,Amex,92,89
1581,0,1,0,10.04,25.64,2988.4,813.88,hly.sltnynjd@example.com,Iran,female,2021-01-11,Bank transfers,106,1058,JBC,57,41
9005,1,1,1,8.6,30.84,4806.56,964.52,soren.kellermann@example.com,Germany,male,2021-01-08,Mobile,147,1108,Visa,70,20
9547,0,0,1,23.28,30.16,2581.36,429.76,sofia.green@example.com,New Zealand,female,2021-02-20,E-Wallet,228,1214,Amex,84,41
5646,0,0,0,49.6,13.92,4665.08,750.8,sryn.mwswy@example.com,Iran,female,2021-03-31,Bank transfers,56,1275,JBC,7,67
383,0,1,1,3.4,13.76,1218,816.36,aynz.hmdy@example.com,Iran,female,2021-02-23,Credit cards,36,1299,JBC,55,10
8838,0,1,0,40.92,3.08,4458.4,923.28,stephanie.lambert@example.com,United States,female,2021-01-06,Credit cards,1,1225,JBC,5,49
5820,1,1,0,38,22.96,2885.88,817.92,marvin.cox@example.com,United States,male,2021-01-11,Bank transfers,299,1152,Visa,52,91
2498,0,0,1,45.04,41.36,2489.92,604.76,cetin.toraman@example.com,Turkey,male,2021-01-15,Credit cards,247,1271,Amex,73,14
6696,0,1,1,12.96,35.72,2952.36,376.28,florence.daniels@example.com,Australia,female,2021-02-18,Prepaid cards,193,1212,MasterCard,99,74
9478,1,1,1,20.08,26.88,3946.56,618.16,adam.wright@example.com,New Zealand,male,2021-02-04,Mobile,27,1009,Visa,15,91
240,1,0,0,24.84,32.92,3306.16,61.52,lyn.qsmy@example.com,Iran,female,2021-03-19,Credit cards,112,1094,JBC,88,10
4659,1,0,0,44.44,50,3858.56,592.84,jeanine.legrand@example.com,Switzerland,female,2021-04-01,Mobile,161,1013,Visa,2,18
4698,1,1,0,20.04,1.6,2263.8,931,lilly.roberts@example.com,New Zealand,female,2021-02-01,Prepaid cards,10,1036,Amex,46,60
1809,0,1,1,15.64,37.32,3339.96,669.72,vitus.wirtz@example.com,Germany,male,2021-02-17,Mobile,67,1044,JBC,62,77
5892,0,1,0,26.84,34.2,2042.56,260.48,leo.huhtala@example.com,Finland,male,2021-03-14,Credit cards,91,1203,Amex,91,30
118,0,1,0,37.52,47.12,3897.28,287,isabella.andersen@example.com,Canada,female,2021-02-24,Mobile,97,1015,Visa,39,25
5546,1,0,0,38,30.76,3564.68,201.84,sueli.almeida@example.com,Brazil,female,2021-01-20,Mobile,216,1298,Visa,8,72
8604,0,1,0,41.6,22.96,3267.76,740.72,mhrs.njty@example.com,Iran,female,2021-02-02,Mobile,276,1277,Visa,55,51
9723,1,0,1,10.8,47.28,1635.92,525,monica.santiago@example.com,Spain,female,2021-03-13,Credit cards,252,1139,MasterCard,1,1
8871,0,0,1,20.68,15.16,1265.32,863.4,rozan.vandenengel@example.com,Netherlands,female,2021-03-24,Bank transfers,224,1036,MasterCard,13,2
7236,1,0,1,3.12,38.08,1113.24,763.08,heloise.lemaire@example.com,France,female,2021-02-27,Bank transfers,160,1242,Visa,43,15
7949,0,0,1,31.24,44.72,2277.08,674.28,bendavid.rezende@example.com,Brazil,male,2021-01-05,E-Wallet,159,1219,MasterCard,28,35
7027,1,0,0,39.16,13.92,4629.6,545.88,enzo.michel@example.com,Switzerland,male,2021-01-29,Mobile,262,1087,Amex,36,31
8575,0,1,1,41.92,28.24,2191.48,390.48,mhmdmyn.sltnynjd@example.com,Iran,male,2021-02-17,Bank transfers,297,1054,Amex,74,19
2114,0,0,1,1.48,30.48,4643.08,516.64,taylor.russell@example.com,Australia,female,2021-02-22,Mobile,292,1182,Visa,78,90
2753,0,1,0,2.96,12.16,4429.24,261.48,gavin.green@example.com,Ireland,male,2021-02-13,E-Wallet,283,1003,MasterCard,8,43
7966,0,0,1,10.28,15.76,4807.64,787.88,clemence.sanchez@example.com,France,female,2021-02-10,Mobile,149,1293,Amex,86,3
3370,1,0,1,39.8,19.56,1296.2,136.16,ln.mwswy@example.com,Iran,female,2021-01-23,E-Wallet,71,1146,Amex,49,57
5603,0,0,1,25.88,48.04,4313.04,505.96,alicia.belanger@example.com,Canada,female,2021-03-06,E-Wallet,4,1105,JBC,29,35
9046,0,0,1,47.12,38.24,2228.76,745.6,laudelino.caldeira@example.com,Brazil,male,2021-02-24,E-Wallet,105,1169,MasterCard,99,99
4917,0,0,1,38.28,8.68,4870.36,595.96,aaly.shylyrd@example.com,Iran,male,2021-01-15,Mobile,211,1076,JBC,38,13
5620,0,0,0,26.44,42.04,1625.6,698.04,neea.rintala@example.com,Finland,female,2021-02-07,Bank transfers,149,1288,Amex,2,52
1508,1,0,0,23.88,22.56,3037.04,373.52,elsa.guerin@example.com,France,female,2021-01-29,Mobile,163,1167,Amex,66,75
2968,1,0,1,39.4,45.56,2680.64,378.28,earl.johnston@example.com,United States,male,2021-01-11,E-Wallet,179,1132,Amex,32,38
6017,1,0,1,23.72,46.2,4332.04,956.64,naser.lemaire@example.com,Switzerland,male,2021-02-28,Mobile,226,1198,JBC,16,89
4971,0,0,1,17.92,22.84,2382.92,561.44,aylyn.zraay@example.com,Iran,female,2021-01-19,E-Wallet,271,1260,JBC,87,63
4071,0,0,1,49.6,45.2,2794.4,495.52,eileen.harvey@example.com,Australia,female,2021-02-16,Mobile,136,1182,Amex,15,81
7909,1,0,0,49.68,20.2,4529.36,610.12,rose.wang@example.com,New Zealand,female,2021-03-03,Prepaid cards,133,1036,Visa,97,8
1133,1,1,1,49.84,45.16,2331.84,449.2,vildan.akay@example.com,Turkey,female,2021-01-29,Prepaid cards,182,1044,Visa,4,86
9174,0,0,1,7.2,19.6,1815.56,763.16,sara.pedersen@example.com,Denmark,female,2021-01-07,Prepaid cards,251,1106,MasterCard,88,93
9268,0,1,1,12.56,31.44,2391.72,104.56,derrick.terry@example.com,United Kingdom,male,2021-03-09,Credit cards,209,1182,Visa,94,43
784,1,0,1,43.96,27.88,1334.4,613.4,clara.giraud@example.com,France,female,2021-03-26,Credit cards,152,1085,JBC,2,23
990,1,1,0,45.72,24.32,4541.84,511.44,cesaro.pinto@example.com,Brazil,male,2021-02-04,Prepaid cards,213,1212,Visa,49,23
5220,0,1,1,27.88,27.92,2140.68,546.56,vedat.okumus@example.com,Turkey,male,2021-03-06,Credit cards,96,1225,Visa,27,67
3556,1,1,0,18.68,11.32,4774.56,984.24,andreas.poulsen@example.com,Denmark,male,2021-02-10,Credit cards,196,1200,Visa,48,34
4241,1,0,0,8.88,14.88,2107.32,951.68,manja.schillinger@example.com,Germany,female,2021-01-01,E-Wallet,222,1214,Amex,79,52
2969,0,1,0,9.24,27.52,3156.4,485.04,hansdieter.broker@example.com,Germany,male,2021-01-27,Credit cards,3,1216,JBC,8,2
4251,0,0,0,34.96,3.8,2604.72,475.2,malone.marchand@example.com,France,male,2021-03-16,Prepaid cards,42,1104,Visa,64,97
9562,1,0,1,31.2,21.52,3320.36,670.68,paige.scott@example.com,Ireland,female,2021-03-09,Prepaid cards,150,1049,JBC,52,26
7937,1,0,0,43.16,39.48,4361.88,949.72,josephine.payne@example.com,Australia,female,2021-01-02,Credit cards,130,1205,JBC,63,51
5758,0,1,0,46.12,43.96,3628.72,144.4,isaiah.vargas@example.com,United Kingdom,male,2021-03-08,Mobile,212,1116,Visa,94,5
5254,0,1,0,25.8,2.16,4859.24,690.36,juan.fleming@example.com,Australia,male,2021-01-26,Credit cards,261,1224,Visa,5,4
7572,0,1,0,42.92,31.8,2940.92,154.2,louis.wright@example.com,United States,male,2021-01-09,E-Wallet,123,1298,JBC,74,50
2267,1,0,0,11.16,46.68,1567,557.76,maria.morris@example.com,New Zealand,female,2021-03-15,E-Wallet,215,1104,JBC,53,72
8300,1,0,1,47.28,30.24,4044.4,264.84,ysn.aalyzdh@example.com,Iran,female,2021-01-26,Mobile,213,1181,MasterCard,36,23
927,1,0,1,45.72,15.12,2746.12,202.64,kylian.brunet@example.com,France,male,2021-01-25,Mobile,179,1121,MasterCard,29,8
5164,0,0,1,25.28,37.24,4026.6,444.16,alexis.bergeron@example.com,Canada,female,2021-03-10,Prepaid cards,146,1297,MasterCard,3,49
7119,0,0,0,5.36,39.76,2835.72,76.2,annabelle.morris@example.com,New Zealand,female,2021-01-17,Credit cards,173,1167,MasterCard,87,88
4488,1,1,1,29.76,42.84,4551.84,580.64,fatma.daglaroglu@example.com,Turkey,female,2021-03-24,Bank transfers,47,1270,JBC,80,30
164,0,0,0,21.64,41.24,1181.76,405,wimke.schaminee@example.com,Netherlands,female,2021-02-05,Prepaid cards,218,1277,Visa,100,69
7592,1,1,0,36.88,12.84,2906.28,842.08,amelia.wallace@example.com,Australia,female,2021-01-16,Mobile,11,1093,Visa,62,60
4778,1,0,0,36.92,8.04,4934.6,749.76,tomas.wrobel@example.com,Germany,male,2021-02-03,Credit cards,216,1146,MasterCard,21,15
8050,1,0,1,28.84,19.76,1783.6,310.64,veronica.vicente@example.com,Spain,female,2021-03-06,Prepaid cards,23,1023,Visa,29,36
8967,1,1,1,20.56,22.24,3239.84,941.84,charlie.levesque@example.com,Canada,female,2021-01-01,Bank transfers,62,1276,Amex,40,90
2826,1,1,1,27.48,30.6,4975.84,550.52,enya.lecomte@example.com,Switzerland,female,2021-03-15,Credit cards,94,1053,Visa,78,91
2685,0,1,0,48.92,18.32,4289.88,653.68,huseyin.barbier@example.com,Switzerland,male,2021-03-08,E-Wallet,114,1180,Visa,22,53
2870,0,1,0,4.52,32,4586.88,820.4,alipio.silva@example.com,Brazil,male,2021-03-02,Prepaid cards,241,1037,MasterCard,39,2
4097,0,1,1,10.6,39.48,3021.64,961.4,noah.jorgensen@example.com,Denmark,male,2021-01-07,Credit cards,212,1024,Amex,59,54
5641,1,0,1,1.36,15.68,4693.84,824.52,sacha.brunet@example.com,France,male,2021-01-18,Bank transfers,166,1059,MasterCard,9,52
6889,1,1,1,15.48,9.16,1987.52,880.88,julie.christiansen@example.com,Denmark,female,2021-03-24,Prepaid cards,150,1059,JBC,41,28
6873,0,1,1,5.52,47.92,4230.2,646.96,shane.prescott@example.com,United States,male,2021-02-11,Prepaid cards,110,1109,JBC,75,91
3677,0,1,1,13,14.24,1759.56,368.32,zehra.krahn@example.com,Germany,female,2021-02-21,Bank transfers,89,1053,JBC,18,27
1951,0,0,0,31,10.4,1655.8,234.24,clarence.robertson@example.com,United States,male,2021-02-24,Credit cards,186,1198,MasterCard,30,54
3675,1,0,0,35.12,33.84,3793.44,181.96,seth.hunt@example.com,United States,male,2021-01-14,Prepaid cards,17,1122,Visa,23,83
4846,0,0,0,38.84,30.16,4834,280.96,sander.christensen@example.com,Denmark,male,2021-01-29,Credit cards,244,1222,Amex,56,68
2292,1,0,0,47.08,48.72,1408.8,279.52,iida.ylitalo@example.com,Finland,female,2021-02-19,Mobile,214,1233,JBC,37,51
1342,1,1,0,49.08,48.52,4461.72,887.04,brdy.slry@example.com,Iran,male,2021-01-06,Bank transfers,68,1179,Amex,59,79
6096,1,0,1,33.48,39.88,2066.68,881.4,benjamin.walker@example.com,Canada,male,2021-02-28,Bank transfers,212,1093,MasterCard,17,77
9607,1,1,1,8.72,23.84,3842.44,265.8,elisa.bollmann@example.com,Germany,female,2021-01-29,Bank transfers,227,1180,MasterCard,37,97
7604,0,1,0,1.76,28.36,3212.36,487.16,geesje.wenneker@example.com,Netherlands,female,2021-02-08,Mobile,21,1083,Visa,96,71
7112,1,0,0,48.12,16.88,4269.8,740.96,mhn.hmdy@example.com,Iran,male,2021-01-09,Credit cards,174,1110,Visa,13,74
8357,1,1,1,6.44,4.96,3302.28,727.56,lilou.roger@example.com,France,female,2021-03-29,Credit cards,181,1267,JBC,81,61
3320,0,1,0,6.36,23.6,4539.36,404,fabian.gautier@example.com,Switzerland,male,2021-03-03,Bank transfers,146,1287,Amex,88,7
291,1,0,0,31.44,31.84,4699.56,128.56,akseli.ahonen@example.com,Finland,male,2021-03-08,Bank transfers,136,1204,JBC,4,38
5651,1,0,0,43.16,47.36,4768.6,829.64,melike.hamzaoglu@example.com,Turkey,female,2021-03-05,Mobile,156,1170,MasterCard,13,71
4987,0,0,1,48.52,16.12,1546.8,653.76,malthe.nielsen@example.com,Denmark,male,2021-02-25,Bank transfers,299,1055,Visa,59,1
2261,1,1,0,33.16,38,3743,942.16,grace.ellis@example.com,United Kingdom,female,2021-01-16,E-Wallet,268,1058,MasterCard,26,58
5545,1,1,0,49.8,44.84,4962.4,153.96,alexis.belanger@example.com,Canada,male,2021-03-30,E-Wallet,263,1213,Visa,12,40
1364,1,0,1,22.6,22.28,4152,896.16,brennan.reyes@example.com,United States,male,2021-02-25,Mobile,168,1199,JBC,70,82
1138,1,0,0,26.48,5.28,2699.2,966.48,benjamin.bouchard@example.com,Canada,male,2021-01-18,Mobile,136,1097,Visa,87,53
3853,1,0,1,38.36,45.36,2417.6,241.48,luca.walker@example.com,New Zealand,male,2021-02-13,Credit cards,193,1062,MasterCard,24,67
6194,0,1,1,33.12,45.32,3421.68,111.24,emma.autio@example.com,Finland,female,2021-01-10,Prepaid cards,55,1137,JBC,87,3
4817,0,1,1,39.16,2.96,1895.96,357.12,violet.alexander@example.com,Australia,female,2021-03-01,Credit cards,97,1146,Visa,2,25
5508,0,1,0,45.8,16.36,1775.68,628.32,margie.day@example.com,Australia,female,2021-01-24,Mobile,264,1135,JBC,86,76
301,1,1,1,9.56,12.28,1545.28,836.88,sara.pierre@example.com,France,female,2021-03-17,E-Wallet,150,1089,JBC,68,6
8252,0,0,1,49.28,32.84,1018.48,527.6,logan.young@example.com,Canada,male,2021-01-31,Credit cards,228,1109,JBC,80,25
3747,1,0,0,21.36,7.68,4460.2,930.56,kate.ward@example.com,United Kingdom,female,2021-02-21,E-Wallet,271,1202,Amex,68,29
7990,1,1,1,9.2,38.44,4021.6,276.88,carl.hicks@example.com,United States,male,2021-03-24,Bank transfers,127,1063,MasterCard,99,62
